# x, y
-1.000000000000000000e+00 -9.589242746631384540e-01
-8.666666666666666963e-01 -8.051459011013273326e-01
-7.333333333333333925e-01 -3.676031689647864531e-01
-5.999999999999999778e-01 8.467200483592032811e-02
-4.666666666666666741e-01 3.374400781445514585e-01
-3.333333333333333703e-01 3.318026525839216645e-01
-1.999999999999999556e-01 1.682941969615792399e-01
-6.666666666666665186e-02 2.181297978641013810e-02
6.666666666666665186e-02 2.181297978641013810e-02
1.999999999999999556e-01 1.682941969615792399e-01
3.333333333333332593e-01 3.318026525839216090e-01
4.666666666666665630e-01 3.374400781445515141e-01
6.000000000000000888e-01 8.467200483592007831e-02
7.333333333333333925e-01 -3.676031689647864531e-01
8.666666666666666963e-01 -8.051459011013273326e-01
1.000000000000000000e+00 -9.589242746631384540e-01
